1775456758.908213913 rtt_ms=2.233 rttvar_ms=0.943 cwnd=433 bytes_sent=71735120 bytes_received=37 unacked=0 delivery_rate_bps=557111864 retrans= conn="ESTAB 0      2652984 [::ffff:165.194.35.203]:20075 [::ffff:150.228.147.246]:2662 "
1775456758.934425762 rtt_ms=1.976 rttvar_ms=0.457 cwnd=433 bytes_sent=72498464 bytes_received=37 unacked=287 delivery_rate_bps=954375680 retrans= conn="ESTAB 0      3608416 [::ffff:165.194.35.203]:20075 [::ffff:150.228.147.246]:2662 "
1775456758.960753878 rtt_ms=3.058 rttvar_ms=0.777 cwnd=433 bytes_sent=74900168 bytes_received=37 unacked=0 delivery_rate_bps=419187544 retrans= conn="ESTAB 0      3397536 [::ffff:165.194.35.203]:20075 [::ffff:150.228.147.246]:2662 "
1775456758.988174509 rtt_ms=3.058 rttvar_ms=0.777 cwnd=433 bytes_sent=74900168 bytes_received=37 unacked=0 delivery_rate_bps=419187544 retrans= conn="ESTAB 0      3397536 [::ffff:165.194.35.203]:20075 [::ffff:150.228.147.246]:2662 "
1775456759.015353782 rtt_ms=2.168 rttvar_ms=0.642 cwnd=433 bytes_sent=75954592 bytes_received=37 unacked=3 delivery_rate_bps=770554320 retrans= conn="ESTAB 0      3650408 [::ffff:165.194.35.203]:20075 [::ffff:150.228.147.246]:2662 "
1775456759.043739581 rtt_ms=2.503 rttvar_ms=1.151 cwnd=433 bytes_sent=75954592 bytes_received=37 unacked=0 delivery_rate_bps=493383928 retrans= conn="ESTAB 0      3646312 [::ffff:165.194.35.203]:20075 [::ffff:150.228.147.246]:2662 "
1775456759.071305253 rtt_ms=2.503 rttvar_ms=1.151 cwnd=433 bytes_sent=75954592 bytes_received=37 unacked=0 delivery_rate_bps=493383928 retrans= conn="ESTAB 0      3646312 [::ffff:165.194.35.203]:20075 [::ffff:150.228.147.246]:2662 "
1775456759.097519222 rtt_ms=2.6 rttvar_ms=0.114 cwnd=433 bytes_sent=79014464 bytes_received=37 unacked=177 delivery_rate_bps=787023352 retrans= conn="ESTAB 0      3449136 [::ffff:165.194.35.203]:20075 [::ffff:150.228.147.246]:2662 "
1775456759.122946369 rtt_ms=2.21 rttvar_ms=0.31 cwnd=433 bytes_sent=80575408 bytes_received=37 unacked=1 delivery_rate_bps=921868056 retrans= conn="ESTAB 0      2936544 [::ffff:165.194.35.203]:20075 [::ffff:150.228.147.246]:2662 "
1775456759.149290071 rtt_ms=2.194 rttvar_ms=0.287 cwnd=433 bytes_sent=81994448 bytes_received=37 unacked=1 delivery_rate_bps=956592536 retrans= conn="ESTAB 0      2820704 [::ffff:165.194.35.203]:20075 [::ffff:150.228.147.246]:2662 "
